"#","","Zip Code","Stat","Tower Name","Address","Unit Number","Current Price","Approx Liv Area","Beds Total","Baths Total","Actual Close Date","Total Monthly CIC","DOM","Sold Term","List Agent Full Name","List Agent ID","Selling Agent Full Name","Selling/Showing Agent ID"
"1","2589105","89158","S","WALDORF ASTORIA","3750 Las Vegas BLVD","4603","$8,500,000","3,980","3","4","07/19/2024","$4,767.00","16","Cash","Frank Napoli II","096832","Brian Nugent","244343"
"1","2574603","89109","S","TURNBERRY PLACE","2747 Paradise RD","706","$600,000","1,712","2","2","07/19/2024","$998.00","52","CONV","Jena McIntosh","200868","Nieya Anjomi","207694"
"1","2488012","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","2112","$230,000","534","0","1","07/18/2024","$593.00","437","Cash","Yim Ching V Wong","242026","Christina Stockdale","247578"
"1","2593657","89158","S","VDARA HOTEL AND SPA","2600 West Harmon AVE","21021","$908,000","823","1","2","07/18/2024","$913.00","21","Cash","Andrew Gnatovich","245161","Andrew Gnatovich","245161"
"1","2578601","89109","S","TURNBERRY TOWERS","222 Karen AVE","1203","$388,500","814","1","2","07/17/2024","$598.00","53","CONV","Rachael Tharp","242165","Tania Michaels","222285"
"1","2575917","89123","S","ONE LAS VEGAS","8255 South Las Vegas BLVD","1001","$519,000","1,573","2","3","07/16/2024","$1,043.00","63","CONV","Claire Raftery","239285","Craig Tann","211668"
"1","2594164","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","1809","$245,000","533","0","1","07/15/2024","$622.00","8","Cash","Stephan M-Laforge","091261","Tyler Shelton","209932"
"1","2595246","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","305","$365,000","520","1","1","07/15/2024","$0.00","7","Cash","Camille A. Fagan","208938","Heidi L. Williams","229220"
"1","2573404","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","PH3001","$510,000","874","1","2","07/15/2024","$1,754.00","58","CONV","A William Zinsser","099885","Nubar Karapetyan","241264"
"1","2574568","89109","S","TURNBERRY PLACE","2777 PARADISE RD","2204","$785,000","2,050","2","3","07/12/2024","$1,053.00","62","Cash","Jena McIntosh","200868","Robert Gluskin","233572"
"1","2549545","89119","S","WIMBLEDON","3930 University Center DR","512","$135,000","1,321","2","2","07/12/2024","$836.00","176","Cash","Genoveva Ninova","216208","Genoveva Ninova","216208"
"1","2565171","89103","S","PALMS PLACE","4381 West Flamingo RD","1221","$505,480","1,220","1","2","07/12/2024","$552.00","1","CONV","Keith Hill","239093","Nathan Petrosian","225008"
"1","2595229","89103","S","PANORAMA TOWERS","4575 Dean Martin DR","1008","$470,000","1,460","2","2","07/10/2024","$0.00","0","Cash","Craig Tann","211668","David Villalobos","236176"
"1","2592911","89101","S","SOHO LOFTS","900 Las Vegas BLVD","1215","$415,000","1,590","0","2","07/10/2024","$650.00","5","Cash","Lissana Francis-Nagy","249255","Stella Fleysher","231246"
"1","2565020","89109","S","TURNBERRY PLACE","2877 Paradise RD","3202","$2,450,000","4,103","4","5","07/10/2024","$2,428.00","98","Cash","Cristine Rosa Lefkowitz","203771","Cristine Rosa Lefkowitz","203771"
"1","2581589","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","4516","$290,000","533","0","1","07/09/2024","$699.00","45","Cash","Alice Y. Maddox","238484","Stephanie C. Mitchell","212920"
"1","2574253","89102","S","ALLURE","200 West Sahara AVE","808","$525,000","1,828","3","2","07/09/2024","$1,371.00","71","Cash","Yun Tu","239188","Michelle M. Richey","233073"
"1","2590228","89103","S","PALMS PLACE","4381 West Flamingo RD","2622","$525,000","1,220","1","2","07/08/2024","$1,546.00","6","Cash","Tiffany H. Chau","205153","Ellie Shefler","094576"
"1","2589718","89158","S","VEER CITYCENTER","3722 Las Vegas BLVD","1804","$599,000","841","1","1","07/08/2024","$964.00","1","Cash","James P. Navarro","097170","James P. Navarro","097170"
"1","2586041","89158","S","VEER CITYCENTER","3722 Las Vegas BLVD","2503","$625,000","835","1","1","07/05/2024","$995.00","33","Cash","Frank Napoli II","096832","Myong S. Lee","229796"
"1","2571812","89123","S","ONE LAS VEGAS","8255 Las Vegas BLVD","1714","$290,000","863","1","1","07/05/2024","$600.00","66","CONV","Robert Reisman","095720","Chris M. Payne","229605"
"1","2576068","89169","S","CASABLANCA","725 North Royal Crest CIR","223","$160,000","1,371","2","2","07/05/2024","$590.00","46","Cash","Virendra S. Pal","201319","Sonya Tamarchenko","240317"
"1","2578465","89109","S","REGENCY TOWERS","3111 Bel Air DR","19G","$620,000","1,856","2","3","07/03/2024","$1,329.00","25","Cash","Mark M. Minelli","213314","Glenn J. Vogel","003406"
"1","2581252","89158","S","VEER CITYCENTER","3722 Las Vegas BLVD","1803","$525,000","780","1","1","07/03/2024","$840.00","4","Cash","Dong Yang","245973","Jake Packer","234646"
"1","2568377","89169","S","PLATINUM HOTEL","211 East Flamingo RD","610","$255,000","941","1","1","07/02/2024","$665.00","83","Cash","Merri Perry","220777","Darin Marques","225483"
"1","2522097","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","1209","$349,900","520","0","1","07/02/2024","$798.00","279","OWC","Jason Helliwell","233421","Mariel Pamintuan-Esguerra","240421"
"1","2579254","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","2201","$450,000","874","1","2","07/02/2024","$1,762.00","10","Cash","George Durkin","001311","Heidi L. Williams","229220"
"1","2573529","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","PH3214","$440,000","847","1","2","07/02/2024","$1,754.00","52","Cash","A William Zinsser","099885","Jim R. Brooks","203473"
"1","2528196","89101","S","JUHL","353 East Bonneville AVE","255","$200,000","587","0","1","07/01/2024","$517.00","253","Cash","Shaya Oxborrow","238882","Dennis Hebert","237658"
"1","2590769","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","1021","$380,000","874","1","2","07/01/2024","$1,746.00","5","Cash","Anh-Ngoc Huynh-Tran","227158","Mariel Pamintuan-Esguerra","240421"
"1","2582341","89109","S","TURNBERRY PLACE","2857 Paradise RD","104","$825,000","2,050","2","3","07/01/2024","$1,053.00","4","Cash","Vance D. Randall","226172","NON MLS","099999"
"1","2581937","89103","S","PANORAMA TOWERS","4525 Dean Martin DR","1107","$850,000","1,621","2","3","06/28/2024","$1,387.00","22","Cash","Steve Gonzalez","235575","Michael Del Rosario","233541"
"1","2588375","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","1616","$230,000","533","0","1","06/28/2024","$625.25","3","Cash","Stephanie C. Mitchell","212920","Brian Mercado","219692"
"1","2583758","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","4605","$343,000","534","0","1","06/28/2024","$669.00","7","CONV","Xander Shaw","235392","Rebecca R. Hinson","246777"
"1","2571127","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 FASHION SHOW DR","4724/4725","$900,000","1,508","2","3","06/28/2024","$1,869.67","57","Cash","Jim R. Brooks","203473","Alexandra MacDonald","203814"
"1","2552607","89101","S","NEWPORT LOFTS","200 Hoover AVE","1111","$515,000","1,490","2","2","06/28/2024","$730.00","143","CONV","Jay Grau","229755","Fariba Raouf","200720"
"1","2584629","89158","S","VEER CITYCENTER","3722 South Las Vegas BLVD","3205","$914,500","1,064","1","1","06/28/2024","$1,148.00","28","Cash","Joseph Y. Lee","212034","Lee Benjamin Packer","230324"
"1","2536434","89109","S","TURNBERRY PLACE","2777 Paradise RD","2505","$679,000","1,556","2","2","06/28/2024","$934.00","117","CONV","Anthony Keep","209980","Andrea Stephenson","225495"
"1","2571190","89109","S","TURNBERRY PLACE","2877 Paradise RD","605","$540,188","1,556","2","2","06/28/2024","$1,035.00","43","Cash","Cristine Rosa Lefkowitz","203771","Joanna Penor","200853"
"1","2558818","89145","S","ONE QUEENSRIDGE PLACE","9103 ALTA DR","501","$2,895,000","4,826","4","6","06/27/2024","$2,458.00","98","CONV","Anthony Spiegel","240924","Kamran D. Zand","217100"
"1","2564234","89145","S","ONE QUEENSRIDGE PLACE","9103 Alta DR","306","$875,000","2,137","2","3","06/26/2024","$3,093.00","89","OWC","Jennifer Franco","232826","Alan M. Hays","223141"
"1","2589720","89103","S","PANORAMA TOWERS","4575 Dean Martin DR","3107","$1,190,000","1,612","3","3","06/26/2024","$1,379.00","12","Cash","Michelle L. Manley","224836","Stephanie Wedge","204771"
"1","2539046","89103","S","PALMS PLACE","4381 West Flamingo RD","2419","$240,000","615","0","1","06/26/2024","$779.00","220","Cash","Kristine M. Murray","236821","Zachary Black","242572"
"1","2578266","89109","S","TURNBERRY PLACE","2857 Paradise RD","2102","$1,250,000","2,805","3","3","06/26/2024","$1,537.00","5","CONV","Cristine Rosa Lefkowitz","203771","Azim Jessa","226158"
"1","2580581","89145","S","ONE QUEENSRIDGE PLACE","9103 Alta DR","1007","$1,175,000","2,271","2","3","06/25/2024","$3,098.00","3","Cash","Randall J. Char","228885","Cynthia Lowman","230271"
"1","2593650","89158","S","VDARA HOTEL AND SPA","2600 West Harmon AVE","16042","$680,000","631","0","1","06/25/2024","$765.00","2","Cash","Kristen Routh Silberman","219136","Michelle L. Manley","224836"
"1","2585870","89101","S","SOHO LOFTS","900 South Las Vegas BLVD","1112","$570,000","1,785","1","2","06/25/2024","$676.00","23","Cash","Erika N. Chavez","252569","Ginny Lee","007274"
"1","2569920","89145","S","ONE QUEENSRIDGE PLACE","9103 Alta DR","1106","$1,150,000","2,137","2","3","06/24/2024","$3,094.00","79","Cash","Carla Redmond","202513","Marilyn A. Williams","239805"
"1","2558816","89123","S","ONE LAS VEGAS","8255 Las Vegas BLVD","1214","$275,000","863","1","1","06/24/2024","$603.00","105","CONV","Mark Hostetler","211024","Leah M. Seguin","217927"
"1","2549700","89101","S","JUHL","353 East Bonneville AVE","716","$549,000","1,505","2","3","06/21/2024","$749.00","147","Cash","Marissa Anderson","231992","Marissa Anderson","231992"
"1","2545304","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","4916","$290,000","533","0","1","06/21/2024","$699.00","159","CONV","Brendan J. King III","229274","Denise Cesena","237437"
"1","2570904","89109","S","TURNBERRY PLACE","2777 Paradise RD","106","$801,000","1,712","2","2","06/21/2024","$1,007.00","4","Cash","Cristine Rosa Lefkowitz","203771","Jena McIntosh","200868"
"1","2576807","89102","S","ALLURE","200 West Sahara AVE","901","$476,000","1,563","2","2","06/21/2024","$1,172.00","9","CONV","Nathan Petrosian","225008","Summer Washington","238147"
"1","2586700","89145","S","ONE QUEENSRIDGE PLACE","9103 Alta DR","407","$950,000","2,271","2","3","06/20/2024","$2,452.00","7","Cash","Anthony Spiegel","240924","Linda Jo Brown","012246"
"1","2581810","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","2807","$385,000","520","0","1","06/20/2024","$880.00","13","CONV","John S. Hahn","241316","Denise Cesena","237437"
"1","2587476","89169","S","MARIE ANTOINETTE","205 East Harmon AVE","407","$405,000","1,296","2","2","06/20/2024","$711.00","3","CONV","Nicholas J. Giorgi","245662","Kelly Albright","207902"
"1","2562192","89101","S","THE OGDEN","150 Las Vegas BLVD","1008","$370,000","1,147","2","2","06/20/2024","$469.00","52","Cash","Tania Michaels","222285","Heidi L. Williams","229220"
"1","2574314","89109","S","SKY LAS VEGAS","2700 Las Vegas BLVD","2911","$380,000","985","1","1","06/20/2024","$680.00","30","CONV","Scott Aschermann","246175","Byoungun Park","210961"
"1","2573973","89169","S","CASABLANCA","750 South Royal Crest CIR","327","$205,000","1,549","3","2","06/20/2024","$590.00","47","Cash","Terry Ann Nacion","211116","Zamuriam Esquivel-Palacios","244816"
"1","2574227","89123","S","BOCARATON","2455 West Serene AVE","809","$190,000","586","1","1","06/20/2024","$471.00","63","Cash","Jillian M. Batchelor","206719","Jillian M. Batchelor","206719"
"1","2519399","89103","S","PALMS PLACE","4381 West Flamingo RD","2112","$320,000","615","0","1","06/18/2024","$552.00","216","CONV","Haoran Gao","242227","Mehernaz Forooghi","239344"
"1","2581981","89169","S","PARK TOWERS","1 Hughes Center DR","303","$1,050,000","2,126","2","3","06/18/2024","$3,276.00","20","Cash","Igor Li","238049","Romy Ashjian","240411"
"1","2574577","89101","S","THE OGDEN","150 Las Vegas BLVD","1706","$486,111","1,509","2","3","06/18/2024","$822.00","48","VA","William Jenkins","208256","Brad K. Wolfe","227386"
"1","2583161","89158","S","WALDORF ASTORIA","3750 South Las Vegas BLVD","2911","$1,100,000","1,106","1","2","06/18/2024","$1,727.00","23","OWC","Michelle L. Manley","224836","Rochanna Ghafouria","202602"
"1","2570944","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","817","$362,000","520","0","1","06/17/2024","$870.00","22","CONV","Jim R. Brooks","203473","Mariel Pamintuan-Esguerra","240421"
"1","2586277","89109","S","TURNBERRY TOWERS","222 Karen AVE","4201","$740,000","1,399","2","2","06/17/2024","$905.00","5","Cash","Christina M. Flores-Timm","212468","Patrick J. Dodd","235043"
"1","2562253","89101","S","THE OGDEN","150 Las Vegas BLVD","2508","$520,000","1,180","2","2","06/17/2024","$660.00","60","CONV","Bret P Wulf","227896","Barbara K. Snyder","229006"
"1","2563895","89109","S","TURNBERRY PLACE","2777 Paradise RD","803","$689,000","2,195","2","3","06/17/2024","$1,047.67","92","Cash","Ran Tadmor","097046","Fred Trujillo","210524"
"1","2564375","89103","S","THE MARTIN","4471 Dean Martin DR","1205","$495,000","1,111","2","2","06/14/2024","$850.00","96","1031 Exchange","Elizabeth Montgomery","224536","Camila Lincowski","240562"
"1","2569290","89109","S","SIGNATURE AT MGM GRAND","135 East HARMON AVE","2020","$387,500","874","1","2","06/14/2024","$1,746.00","61","Cash","Heidi L. Williams","229220","Meiyi Deng","208045"
"1","2582499","89158","S","VDARA HOTEL AND SPA","2600 West Harmon AVE","27007","$625,000","548","0","1","06/14/2024","$749.00","2","Cash","Xander Shaw","235392","Michelle L. Manley","224836"
"1","2572848","89169","S","PARK TOWERS","1 Hughes Center DR","1401","$2,925,000","3,515","2","3","06/14/2024","$4,088.00","22","Cash","Randall J. Char","228885","Peter Aulicino","217946"
"1","2583858","89109","S","TURNBERRY TOWERS","222 Karen AVE","2102","$639,000","1,405","2","2","06/14/2024","$860.00","23","Other","Vivian Torelli","229853","Thomas Sullivan","239383"
"1","2563340","89101","S","THE OGDEN","150 Las Vegas BLVD","2217","$280,000","847","1","2","06/14/2024","$469.00","13","CONV","Tania Michaels","222285","Clayton E. Lake II","255041"
"1","2585286","89109","S","TURNBERRY PLACE","2777 Paradise RD","807","$437,125","1,179","1","2","06/14/2024","$738.00","4","Cash","Jena McIntosh","200868","Alaceia Colson","235079"
"1","2574216","89011","S","VIERA","30 Strada Di Villaggio","613","$244,200","678","1","1","06/14/2024","$743.00","34","Cash","Russell I. Arnold II","225167","Russell I. Arnold II","225167"
"1","2567176","89109","S","REGENCY TOWERS","3111 Bel Air DR","19B","$535,000","1,856","2","3","06/13/2024","$1,330.00","65","CONV","Mark M. Minelli","213314","JessicaApril McClellan","245767"
"1","2572449","89101","S","JUHL","353 East Bonneville AVE","707","$325,000","884","1","1","06/12/2024","$655.00","33","CONV","Randy K. Hatada","212674","Joshua Segal","216635"
"1","2555226","89103","S","PALMS PLACE","4381 West Flamingo RD","3301","$510,000","1,220","1","2","06/12/2024","$1,546.00","74","CONV","Sherri Simhayoff-Cohen","213365","Alla Margaryan","243225"
"1","2552979","89103","S","PALMS PLACE","4381 West Flamingo RD","3920","$335,000","615","0","1","06/12/2024","$780.83","107","CONV","Alice Y. Maddox","238484","David M. Ornelas","236047"
"1","2572412","89109","S","TURNBERRY TOWERS","322 Karen AVE","802","$585,000","1,405","2","2","06/12/2024","$807.00","34","CONV","Justin Miller","242102","Gina Chen","227669"
"1","2550085","89101","S","JUHL","353 East BONNEVILLE AVE","163","$499,900","1,491","2","2","06/11/2024","$741.00","99","CONV","Taya Welte","237466","Kindal McKinney","253404"
"1","2576041","89109","S","METROPOLIS","360 East Desert Inn RD","604","$800,000","3,151","2","3","06/11/2024","$1,392.00","3","CONV","Stephane Di Pasquale","222364","Matthew Levandowski","250548"
"1","2580115","89103","S","PALMS PLACE","4381 West FLAMINGO RD","5122","$570,000","1,220","1","2","06/11/2024","$1,549.50","1","Cash","Ellie Shefler","094576","Courtney Bentley","242935"
"1","2569938","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","1220","$390,000","874","1","2","06/10/2024","$1,746.00","46","Cash","Xander Shaw","235392","Debbie Drummond","205700"
"1","2544678","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","3304","$345,000","520","0","1","06/10/2024","$798.00","152","CONV","Xander Shaw","235392","Xander Shaw","235392"
"1","2590584","89158","S","WALDORF ASTORIA","3750 Las Vegas BLVD","4005","$4,600,000","2,998","2","3","06/08/2024","$3,350.00","0","CONV","Anthony Spiegel","240924","Brian Nugent","244343"
"1","2577915","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","1703","$274,375","534","0","1","06/07/2024","$625.25","23","Cash","Rebecca R. Hinson","246777","Rebecca R. Hinson","246777"
"1","2579871","89169","S","MARIE ANTOINETTE","205 East Harmon AVE","112","$197,500","621","1","1","06/07/2024","$356.00","28","Cash","Jerry Masini","003897","Truman T. Fleming","230235"
"1","2537591","89011","S","LUNAD","29 Montelago BLVD","437","$188,000","446","0","1","06/07/2024","$535.00","155","Cash","Loretta B. Antuna","215488","Anthoney D. Casler","233144"
"1","2564953","89103","S","PALMS PLACE","4381 West Flamingo RD","1601","$494,900","1,220","1","2","06/06/2024","$1,142.00","69","Cash","Jonathan Magno","011785","Tammy Tsai Bowen","232641"
"1","2579345","89123","S","ONE LAS VEGAS","8255 South Las Vegas BLVD","1411","$520,000","1,568","2","3","06/06/2024","$1,060.00","16","Cash","Victor Gismondi","232844","Lijun Ning","252216"
"1","2559800","89101","S","JUHL","353 East BONNEVILLE AVE","463","$300,000","900","1","1","06/05/2024","$651.00","22","CONV","Taya Welte","237466","Robert Phillips","205220"
"1","2558913","89169","S","MARIE ANTOINETTE","205 East Harmon AVE","204","$275,000","648","1","1","06/05/2024","$355.00","59","CONV","Jennis C. Jimenez","245831","Robert Darce Wilson","223931"
"1","2572268","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","4000","$326,000","534","0","1","06/04/2024","$625.25","26","CONV","Rebecca R. Hinson","246777","Stefan Gant","229494"
"1","2570520","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","1511","$315,000","520","0","1","05/31/2024","$882.58","44","Cash","Kristine M. Murray","236821","Kristine M. Murray","236821"
"1","2543547","89101","S","NEWPORT LOFTS","200 Hoover AVE","1813","$600,000","1,564","1","2","05/31/2024","$619.00","163","Cash","Marissa Anderson","231992","Todd Beeten","208336"
"1","2552821","89101","S","THE OGDEN","150 Las Vegas BLVD","1216","$474,000","1,509","2","3","05/31/2024","$822.00","99","VA","George Kypreos","206510","Kindal McKinney","253404"
"1","2552175","89158","S","VEER CITYCENTER","3722 Las Vegas BLVD","3207","$1,100,000","1,676","3","2","05/31/2024","$1,765.00","125","Cash","Myong S. Lee","229796","Heather Skupa","217563"
"1","2572491","89158","S","WALDORF ASTORIA","3750 Las Vegas BLVD","4502","$3,420,000","2,247","2","3","05/31/2024","$2,279.00","21","Cash","Ivan G. Sher","096090","Kamran D. Zand","217100"
"1","2577850","89123","S","BOCARATON","2405 West Serene AVE","522","$254,000","784","2","2","05/31/2024","$471.00","19","CONV","Robert Vazquez","241535","Miranda L. Sheridan","219460"
"1","2568162","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","2700","$280,000","534","0","1","05/30/2024","$626.00","62","Cash","Ilyun Kim","007344","Ilyun Kim","007344"
"1","2559887","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","411","$290,000","520","0","1","05/30/2024","$787.00","71","Cash","Cynthia Martin","212997","A William Zinsser","099885"
"1","2555664","89169","S","CASABLANCA","750 South Royal Crest CIR","312","$195,000","1,449","3","2","05/30/2024","$385.00","87","Cash","Mary Preheim","220680","Mario Vitale","246207"
"1","2565469","89101","S","JUHL","353 East BONNEVILLE AVE","319","$279,900","635","0","1","05/29/2024","$611.00","41","CONV","Taya Welte","237466","Jessica Rosenkrans","247143"
"1","2567744","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","2405","$253,000","534","0","1","05/29/2024","$700.00","36","Cash","Javier M. Mendez","011570","Giovanna Adams","247860"
"1","2578942","89103","S","PALMS PLACE","4381 West Flamingo RD","53305","$267,000","615","0","1","05/29/2024","$801.00","19","Cash","Patrick Adams","235433","Andy Truong","231011"
"1","2565742","89109","S","REGENCY TOWERS","3111 Bel Air DR","216","$139,900","584","0","1","05/28/2024","$483.00","63","Cash","Mark Hostetler","211024","Angela Engle","235401"
"1","2578934","89158","S","VDARA HOTEL AND SPA","2600 West Harmon AVE","25009","$650,000","546","0","1","05/28/2024","$900.00","2","Cash","Misako Natsume","241513","Misako Natsume","241513"
"1","2570912","89109","S","TURNBERRY PLACE","2857 Paradise RD","701","$900,000","2,805","3","3","05/28/2024","$1,537.00","2","Cash","Cristine Rosa Lefkowitz","203771","Cristine Rosa Lefkowitz","203771"
"1","2566677","89109","S","TURNBERRY PLACE","2857 PARADISE RD","302","$827,000","2,805","3","3","05/28/2024","$1,538.00","55","Cash","Fred Trujillo","210524","Kareta Weese","240332"
"1","2564853","89103","S","THE MARTIN","4471 Dean Martin DR","2409","$1,098,000","1,652","2","2","05/24/2024","$1,197.00","22","Cash","Jim R. Brooks","203473","Carla Redmond","202513"
"1","2547171","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","4511","$485,000","910","1","2","05/24/2024","$1,250.58","139","Cash","Rebecca R. Hinson","246777","Lauren Stark","093339"
"1","2534735","89101","S","THE OGDEN","150 Las Vegas BLVD","1901","$294,000","859","1","2","05/24/2024","$462.00","195","VA","Jay Grau","229755","Jay Grau","229755"
"1","2568689","89101","S","THE OGDEN","150 Las Vegas BLVD","812","$430,000","1,246","2","2","05/24/2024","$908.00","36","Cash","Krista L. Porter","211186","Donovan Reyes","234136"
"1","2556422","89123","S","ONE LAS VEGAS","8255 Las Vegas BLVD","1102","$450,000","1,524","2","3","05/23/2024","$1,014.00","88","CONV","Alberto Saab","206312","Alberto Saab","206312"
"1","2548393","89109","S","TURNBERRY PLACE","2777 Paradise RD","1502","$787,500","2,805","1","3","05/23/2024","$1,549.00","124","Cash","Jerry Masini","003897","James P. Navarro","097170"
"1","2538466","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 FASHION SHOW DR","5603","$399,000","533","0","1","05/22/2024","$555.00","190","Cash","Heidi L. Williams","229220","Sherry Strothers","248771"
"1","2531826","89109","S","SIGNATURE AT MGM GRAND","125 East Harmon AVE","1114","$395,000","847","1","2","05/21/2024","$1,412.00","145","CONV","Michael Del Rosario","233541","Jennifer Cuevas","230988"
"1","2571244","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","2518","$350,000","520","0","1","05/21/2024","$884.00","38","OWC","Michelle L. Manley","224836","Mariel Pamintuan-Esguerra","240421"
"1","2551249","89109","S","TURNBERRY PLACE","2777 Paradise RD","1503","$730,000","2,195","2","3","05/20/2024","$1,150.00","106","Cash","Freddy R. Aldana","232989","Lori L. Koentopp","225921"
"1","2546478","89109","S","TURNBERRY PLACE","2877 Paradise RD","302","$765,000","2,805","2","3","05/20/2024","$1,750.00","128","CONV","Tamra J. Trainer","006514","Azim Jessa","226158"
"1","2577321","89169","S","CASABLANCA","750 South Royal Crest CIR","337","$210,000","1,549","3","2","05/20/2024","$590.00","21","Cash","Aissa Gomez","092849","Julia A. Suarez","211731"
"1","2546862","89123","S","ONE LAS VEGAS","8255 Las Vegas BLVD","1912","$625,000","2,463","3","3","05/17/2024","$1,563.00","41","CONV","Craig Tann","211668","Angelina McGowan","235210"
"1","2557364","89123","S","LOFT 5","2735 West Pebble RD","323","$346,370","1,823","2","3","05/17/2024","$566.00","75","1031 Exchange","Mark M. Minelli","213314","Kenny M. Chung","240740"
"1","2578801","89103","S","PALMS PLACE","4381 West Flamingo RD","3522","$555,000","1,220","1","2","05/16/2024","$1,546.00","2","Cash","Camila Lincowski","240562","Cheri A. Stonehocker","097217"
"1","2553387","89123","S","ONE LAS VEGAS","8255 Las Vegas BLVD","1512","$430,000","1,568","2","3","05/16/2024","$922.00","88","CONV","Angelina McGowan","235210","Jamie L. Kiger","223994"
"1","2563516","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","2004","$302,000","520","0","1","05/15/2024","$873.00","42","Cash","Brian Burns","216983","Ashley E. Alvarez","246451"
"1","2570218","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","3502","$450,000","874","1","2","05/15/2024","$1,758.00","3","Cash","Jim R. Brooks","203473","Lee Benjamin Packer","230324"
"1","2534574","89158","S","VDARA HOTEL AND SPA","2600 West Harmon AVE","9030","$652,500","629","0","1","05/15/2024","$889.00","115","Cash","Jim R. Brooks","203473","Nancy  Li","209410"
"1","2568646","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 FASHION SHOW DR","1805","$265,000","533","0","1","05/14/2024","$650.00","40","Cash","Heidi L. Williams","229220","Pam Tsay","225718"
"1","2558522","89109","S","TURNBERRY PLACE","2777 Paradise RD","2702","$1,063,000","2,805","3","3","05/14/2024","$1,414.00","85","Cash","Jeremy Greene-Lewis","219483","Fred Trujillo","210524"
"1","2561345","89102","S","ALLURE","200 West Sahara AVE","1008","$485,000","1,828","3","2","05/14/2024","$1,435.00","56","Cash","Joseph Kraemer","213007","John Ahlbrand","002974"
"1","2547881","89158","S","VEER CITYCENTER","3722 LAS VEGAS BLVD","1710","$335,000","558","0","1","05/13/2024","$536.00","126","Cash","Frank Napoli II","096832","Jim R. Brooks","203473"
"1","2569021","89158","S","VEER CITYCENTER","3722 Las Vegas BLVD","2905","$825,000","1,001","1","1","05/13/2024","$1,095.00","27","Private","Dane T. Krone","250407","Heidi L. Williams","229220"
"1","2576142","89169","S","MARIE ANTOINETTE","205 East Harmon AVE","207","$215,000","648","1","1","05/10/2024","$356.00","6","Cash","Jerry Masini","003897","Jerry Masini","003897"
"1","2563600","89158","S","VDARA HOTEL AND SPA","2600 West Harmon AVE","17039","$655,000","608","0","1","05/10/2024","$749.00","14","Contractof Sale","Isaac F. Moore","217390","Michael Zeng","212692"
"1","2563462","89169","S","PARK TOWERS","1 Hughes Center DR","502","$1,410,000","2,055","2","3","05/10/2024","$3,250.00","26","Cash","Kristen Routh Silberman","219136","Victoria R. Crockett","238564"
"1","2566223","89101","S","THE OGDEN","150 Las Vegas BLVD","1107","$585,000","1,698","2","2","05/10/2024","$941.00","31","CONV","Traci Rivera","210739","Traci Rivera","210739"
"1","2578588","89158","S","VEER CITYCENTER","3722 Las Vegas BLVD","1601","$495,000","685","1","1","05/10/2024","$836.00","4","Cash","Dane T. Krone","250407","Dane T. Krone","250407"
"1","2573980","89101","S","JUHL","353 East Bonneville AVE","633","$397,000","943","2","2","05/09/2024","$663.00","8","CONV","Robert W. Little Jr","221929","Trevett J. Williams","242368"
"1","2543906","89158","S","VEER CITYCENTER","3722 Las Vegas BLVD","2211","$340,000","542","0","1","05/09/2024","$659.00","140","Cash","Judith L. Sullivan","003363","Erika K. Bruns","221353"
