"#","","Zip Code","Stat","Tower Name","Address","Unit Number","Current Price","Approx Liv Area","Beds Total","Baths Total","Actual Close Date","Total Monthly CIC","DOM","Sold Term","List Agent Full Name","List Agent ID","Selling Agent Full Name","Selling/Showing Agent ID"
"1","2623325","89109","S","TURNBERRY PLACE","2857 Paradise RD","505","$550,000","1,556","2","2","12/24/2024","$933.00","22","Cash","Maria C. Antikoll","213839","Tamra J. Trainer","006514"
"1","2633570","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","4517","$295,000","533","0","1","12/23/2024","$650.00","5","Cash","Sachie McQueen","234002","Sau Lan Woo","096291"
"1","2605118","89103","S","PALMS PLACE","4381 West Flamingo RD","2416","$300,000","615","0","1","12/23/2024","$781.00","133","Cash","Manya Avetisyan","226482","Marissa Anderson","231992"
"1","2591789","89109","S","TURNBERRY TOWERS","222 Karen AVE","1903","$390,000","814","1","2","12/23/2024","$599.00","171","CONV","Margo Smith","242704","Gina Chen","227669"
"1","2615263","89169","S","PLATINUM HOTEL","211 East Flamingo RD","1101","$280,000","918","1","1","12/20/2024","$669.33","62","CONV","Keith Lynam","515","Nubar Karapetyan","241264"
"1","2614622","89103","S","PALMS PLACE","4381 West Flamingo RD","2319","$255,000","615","0","1","12/20/2024","$781.00","94","Cash","Jade D. Buckman","217907","Chichun Luo","250625"
"1","2611994","89103","S","PALMS PLACE","4381 West Flamingo RD","3509","$258,000","636","0","1","12/20/2024","$806.00","87","Cash","N Shaun Marion","007429","Chichun Luo","250625"
"1","2613816","89109","S","TURNBERRY TOWERS","322 Karen AVE","804","$353,000","814","1","2","12/20/2024","$573.00","80","Cash","Cristine Rosa Lefkowitz","203771","Cristine Rosa Lefkowitz","203771"
"1","2600449","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","3818","$330,000","520","0","1","12/18/2024","$870.00","88","1031 Exchange","Jim R. Brooks","203473","Karen Gradington","224989"
"1","2610465","89109","S","TURNBERRY PLACE","2777 Paradise RD","1502","$1,020,000","2,805","2","3","12/18/2024","$1,549.00","65","1031 Exchange","James P. Navarro","097170","Jena McIntosh","200868"
"1","2582495","89109","S","SIGNATURE AT MGM GRAND","125 East HARMON AVE","820","$360,000","874","1","2","12/17/2024","$1,760.00","154","CONV","Jim R. Brooks","203473","Devan L. Reaves","248992"
"1","2633546","89109","S","SKY LAS VEGAS","2700 Las Vegas BLVD","2411","$419,900","985","1","1","12/17/2024","$681.00","14","Cash","Jody Fassette","235644","Karen E. Pohl","254710"
"1","2603539","89102","S","ALLURE","200 West Sahara AVE","2108","$556,000","1,828","3","2","12/17/2024","$1,371.00","85","CONV","Jim R. Brooks","203473","Tyler Shelton","209932"
"1","2627299","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","2416","$258,000","533","0","1","12/16/2024","$625.00","22","CONV","Kevyn Morelos Ruelas","242881","Kevyn Morelos Ruelas","242881"
"1","2633242","89109","S","SKY LAS VEGAS","2700 Las Vegas BLVD","1010","$532,000","1,248","2","2","12/16/2024","$861.00","3","Cash","Randall J. Char","228885","Brian D. Petruzzelli","228132"
"1","2614079","89103","S","PANORAMA TOWERS","4525 Dean Martin DR","3304","$2,750,000","5,201","3","4","12/13/2024","$4,449.00","81","Cash","Michael L. Zelina","230397","Michael L. Zelina","230397"
"1","2558200","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","3602/3604","$772,000","874","2","3","12/13/2024","$2,348.00","300","Cash","Jonathan Magno","011785","Miles McCormick","240824"
"1","2589085","89011","S","VIERA","30 Strada Di Villaggio","630","$340,000","678","1","1","12/13/2024","$760.00","176","Cash","Dianne Lewis","207627","Dana Benrud","210747"
"1","2632320","89109","S","SIGNATURE AT MGM GRAND","145 HARMON AVE","2620","$390,000","874","1","2","12/12/2024","$1,756.00","20","Cash","Heidi L. Williams","229220","Tanya Smith","098879"
"1","2631207","89101","S","SOHO LOFTS","900 Las Vegas BLVD","1408","$430,000","1,320","1","2","12/12/2024","$672.00","21","Cash","Chrisian Salazar","235078","John Davis","239300"
"1","2623033","89109","S","SKY LAS VEGAS","2700 Las Vegas BLVD","3906","$550,000","1,100","2","2","12/12/2024","$760.00","59","Cash","Tanya Smith","098879","Kristine M. Murray","236821"
"1","2602140","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 Fashion Show DR","2608","$270,000","534","0","1","12/11/2024","$624.25","6","Cash","Rebecca R. Hinson","246777","Bret P. Wulf","227896"
"1","2620417","89101","S","JUHL","353 East Bonneville AVE","912","$420,000","1,332","1","2","12/10/2024","$731.00","53","CONV","Michael M Cheung","208355","Deryck Campbell","238212"
"1","2585991","89101","S","NEWPORT LOFTS","200 Hoover AVE","1001","$300,000","911","0","1","12/10/2024","$599.00","169","Cash","Suni R. Stewart","246380","Todd Beeten","208336"
"1","2495925","89158","S","VEER CITYCENTER","3726 Las Vegas BLVD","3208","$550,000","838","1","1","12/10/2024","$882.00","570","Cash","Tin Cheung Barry Lee","227678","Fariba Raouf","200720"
"1","2618894","89109","S","TURNBERRY TOWERS","322 Karen AVE","2203","$430,000","814","1","2","12/09/2024","$571.00","68","Cash","Mario Vitale","246207","Kaitlyn Pizzoferrato","247463"
"1","2624620","89169","S","CASABLANCA","730 South Royal Crest CIR","436","$196,000","1,122","2","2","12/09/2024","$590.00","26","Cash","Tilman Otto","206969","Joey Gaede","231389"
"1","2583743","89101","S","JUHL","353 East Bonneville AVE","137","$495,000","1,244","1","2","12/06/2024","$710.00","191","Cash","Dennis Powell Jr","210176","Katherine Mae Clemmons","209954"
"1","2570423","89109","S","SKY LAS VEGAS","2700 Las Vegas BLVD","4301","$3,200,000","5,147","4","6","12/06/2024","$3,734.00","130","Other","Frank Napoli II","096832","Meeta Jethani","251484"
"1","2593505","89109","S","TURNBERRY TOWERS","322 Karen AVE","1105","$365,000","814","1","2","12/05/2024","$573.00","130","1031 Exchange","Jay F. Lean","227951","Claire L. Nagel","236887"
"1","2567478","89158","S","VEER CITYCENTER","3726 Las Vegas BLVD","1904","$545,000","841","1","1","12/05/2024","$992.00","231","Cash","Josie Stewart","234901","Cindy Nguyen","236875"
"1","2608137","89101","S","JUHL","353 East Bonneville AVE","627","$475,000","1,323","2","2","12/04/2024","$724.00","68","CONV","Misty Marshall","239724","Stephanie Sibley","241392"
"1","2596869","89103","S","PANORAMA TOWERS","4575 Dean Martin DR","2706","$850,000","2,324","2","3","12/04/2024","$1,987.00","139","Cash","Christie Martin","243367","Mahsheed Parsons","218592"
"1","2620905","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 Fashion Show DR","2500","$295,000","534","0","1","12/04/2024","$649.00","35","CONV","Jim R. Brooks","203473","Jessica K. Khalilzadegan","241091"
"1","2604673","89103","S","PALMS PLACE","4381 West Flamingo RD","2801","$515,000","1,220","1","2","12/04/2024","$1,546.92","87","CONV","Faith Harmer","091084","Steven A. Khalilzadegan","220982"
"1","2619810","89109","S","TURNBERRY PLACE","2877 Paradise RD","2104","$749,000","2,050","2","3","12/04/2024","$1,295.00","50","Cash","Marylou Cesaro","239856","Marylou Cesaro","239856"
"1","2622404","89169","S","PARK TOWERS","1 Hughes Center DR","306","$1,130,000","2,251","3","4","12/03/2024","$3,424.00","44","Cash","Randall J. Char","228885","Christina Stockdale","247578"
"1","2622091","89145","S","ONE QUEENSRIDGE PLACE","9103 Alta DR","507","$935,000","2,271","2","3","12/02/2024","$3,768.00","48","Cash","Terri Thomas","246596","Randall J. Char","228885"
"1","2609233","89101","S","JUHL","353 East Bonneville AVE","343","$285,000","786","1","1","12/02/2024","$639.00","81","Cash","Sherry Strothers","248771","Allen Zeller","239910"
"1","2620676","89103","S","PALMS PLACE","4381 West FLAMINGO RD","2802/2804","$800,000","1,835","2","3","12/02/2024","$2,325.00","31","CONV","Ellie Shefler","094576","Levon Sahradyan","245522"
"1","2625049","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","3415","$420,000","520","0","1","12/02/2024","$1,404.00","30","Cash","Tyler P. Yates","243656","Debbie Drummond","205700"
"1","2593838","89101","S","SOHO LOFTS","900 South Las Vegas BLVD","806","$500,000","1,590","1","2","12/02/2024","$672.00","126","CONV","Grant R. Garcia","202542","Donna M. Lefever","092164"
"1","2615373","89109","S","TURNBERRY PLACE","2747 Paradise RD","2001","$850,000","2,805","3","3","12/02/2024","$1,348.00","54","Cash","Carlito J Salas","237146","Donovan Reyes","234136"
"1","2623183","89109","S","TURNBERRY PLACE","2857 Paradise RD","402","$945,000","2,805","3","3","12/02/2024","$1,450.00","13","OWC","Lauren Paris","211760","Lauren Paris","211760"
"1","2616656","89109","S","REGENCY TOWERS","3111 Bel Air DR","7E","$535,000","1,534","1","2","11/27/2024","$1,119.00","31","CONV","Liliane Nguyen-Floratos","233891","Lisa Lundt","206545"
"1","2625148","89103","S","PALMS PLACE","4381 West Flamingo RD","3219","$350,000","615","0","1","11/27/2024","$781.00","10","OWC","Joseph D. Dehart","228972","Joseph D. Dehart","228972"
"1","2631976","89102","S","ALLURE","200 West Sahara AVE","709","$229,999","662","0","1","11/27/2024","$497.00","8","Cash","Nathan Strager","210189","Kathleen Kancsar","213109"
"1","2544312","89103","S","PANORAMA TOWERS","4525 Dean Martin DR","304","$465,000","1,555","2","2","11/26/2024","$1,330.00","341","Cash","Adam S. Golomb","240044","Adria K. Lawrence","225035"
"1","2609211","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","703","$315,000","520","0","1","11/25/2024","$854.00","90","Cash","Lauren Stark","093339","Heidi L. Williams","229220"
"1","2619046","89109","S","SIGNATURE AT MGM GRAND","145 HARMON AVE","1921","$410,000","874","1","2","11/25/2024","$1,857.00","48","Cash","Heidi L. Williams","229220","Heidi L. Williams","229220"
"1","2617879","89158","S","VEER CITYCENTER","3722 Las Vegas BLVD","610","$330,000","552","0","1","11/25/2024","$667.00","29","CONV","Alex Ramirez","231621","Alex Ramirez","231621"
"1","2625922","89119","S","WIMBLEDON","3930 University Center DR","403","$162,000","1,178","2","2","11/25/2024","$545.00","17","Cash","Blaine N. Klos","232580","A William Zinsser","099885"
"1","2608185","89119","S","WIMBLEDON","3930 University Center DR","503","$162,500","1,178","2","2","11/25/2024","$550.00","78","Cash","Cassandra A. Mor","099076","Ahmed Khan","245091"
"1","2621837","89119","S","WIMBLEDON","3930 University Center DR","605","$162,500","1,080","2","2","11/25/2024","$550.00","28","Cash","Cassandra A. Mor","099076","Ahmed Khan","245091"
"1","2622233","89103","S","PANORAMA TOWERS","4471 Dean Martin DR","3310","$1,465,000","1,962","2","3","11/22/2024","$1,500.00","4","CONV","Jared A. English","204602","Fernanda A. Kriese","241836"
"1","2607372","89109","S","SIGNATURE AT MGM GRAND","125 East HARMON AVE","620","$360,000","874","1","2","11/22/2024","$1,774.00","85","Cash","Jim R. Brooks","203473","Michael McNamara","227674"
"1","2595554","89103","S","PALMS PLACE","4381 West Flamingo RD","24321","$440,000","1,220","1","2","11/21/2024","$1,546.00","132","Cash","Penny Lashley","095168","Ahmed Khan","245091"
"1","2594815","89101","S","JUHL","353 East Bonneville AVE","129","$654,000","1,858","2","3","11/20/2024","$809.00","104","OWC","Dennis Powell Jr","210176","John W. Richardson Jr","238785"
"1","2562634","89103","S","PANORAMA TOWERS","4575 Dean Martin DR","3300","$3,600,000","4,820","3","4","11/20/2024","$4,213.00","228","Cash","Lauren Stark","093339","Michael L. Zelina","230397"
"1","2545862","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","3910","$585,000","974","1","2","11/20/2024","$990.00","333","1031 Exchange","Gina Fehr","248890","Linda A. Rheinberger","011773"
"1","2622448","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","5005","$380,000","534","1","1","11/20/2024","$626.50","17","Cash","Nadia Hasso-Bradley","236918","Angela C. Adams","228829"
"1","2578940","89103","S","PALMS PLACE","4381 West Flamingo RD","39305","$255,000","615","0","1","11/20/2024","$801.00","196","Cash","Patrick Adams","235433","Ellie Shefler","094576"
"1","2574423","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","518","$290,000","520","0","1","11/20/2024","$877.17","170","Cash","Lori Garlick","208353","Heidi L. Williams","229220"
"1","2563119","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","5210","$625,000","974","1","2","11/19/2024","$1,249.00","246","Cash","Edwin J. Schumacher","200123","Christina Stockdale","247578"
"1","2600153","89103","S","PALMS PLACE","4381 West Flamingo RD","2209","$247,500","636","0","1","11/19/2024","$807.83","108","Cash","Martha D. Egidio","091634","Dong Shin","210576"
"1","2600668","89109","S","TURNBERRY PLACE","2877 Paradise RD","3203","$2,500,000","4,007","4","5","11/19/2024","$2,384.00","70","Cash","Cristine Rosa Lefkowitz","203771","Jena McIntosh","200868"
"1","2578004","89103","S","PANORAMA TOWERS","4525 Dean Martin DR","1101","$390,000","1,011","1","2","11/18/2024","$865.00","186","Cash","Anthony Alfonzo","240371","Haya Kessler","223069"
"1","2625321","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","3400","$325,000","534","0","1","11/18/2024","$569.00","22","Cash","Alice Y. Maddox","238484","Sau Lan Woo","096291"
"1","2605562","89109","S","TURNBERRY TOWERS","322 Karen AVE","202","$520,000","1,405","2","2","11/18/2024","$882.00","79","Cash","Tamra J. Trainer","006514","Tamra J. Trainer","006514"
"1","2613864","89158","S","VEER CITYCENTER","3726 Las Vegas BLVD","2512","$1,700,000","1,334","2","2","11/18/2024","$1,370.00","44","Cash","Dylan Acosta","235252","Lauren Stark","093339"
"1","2614862","89123","S","ONE LAS VEGAS","8255 Las Vegas BLVD","821","$405,000","1,524","2","3","11/18/2024","$1,015.00","36","Cash","Emily Zens","211065","Emily Zens","211065"
"1","2613504","89103","S","PALMS PLACE","4381 West Flamingo RD","5022","$575,000","1,220","1","2","11/15/2024","$1,549.67","20","Cash","Olga M. Kokubu","235056","Ellie Shefler","094576"
"1","2577973","89109","S","TURNBERRY TOWERS","322 Karen AVE","208","$600,000","1,657","2","2","11/15/2024","$981.00","189","Cash","Tamra J. Trainer","006514","James G. Dahl Jr","216719"
"1","2619371","89123","S","ONE LAS VEGAS","8255 Las Vegas BLVD","411","$409,500","1,568","2","3","11/15/2024","$1,060.00","41","Cash","Claire Raftery","239285","Penny Crone","239191"
"1","2607650","89102","S","ALLURE","200 West Sahara AVE","1704","$375,000","1,233","2","2","11/15/2024","$917.00","66","Cash","James W. Woodward","227188","Joseph Radosta","212487"
"1","2587745","89102","S","ALLURE","200 West Sahara AVE","3308","$600,000","1,828","3","2","11/15/2024","$1,371.00","151","Cash","Ryan Crighton","202887","Alexis Scicchitano","254543"
"1","2626852","89169","S","PLATINUM HOTEL","211 East Flamingo RD","1007","$250,000","750","1","1","11/14/2024","$716.00","16","Cash","Mariel Pamintuan-Esguerra","240421","Aaron P. Lopez","236025"
"1","2576846","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","3502 / 3504","$825,000","1,394","2","3","11/14/2024","$2,640.00","194","Cash","Randy K. Hatada","212674","Aaron P. Lopez","236025"
"1","2618283","89109","S","SIGNATURE AT MGM GRAND","145 East HARMON AVE","2217","$382,500","520","0","1","11/14/2024","$877.00","46","Cash","Jim R. Brooks","203473","Courtney Bentley","242935"
"1","2609527","89109","S","TURNBERRY TOWERS","222 Karen AVE","3004","$400,000","814","1","2","11/14/2024","$629.00","61","CONV","Kristine M. Murray","236821","Jessie Sorani","216705"
"1","2630054","89102","S","ALLURE","200 West Sahara AVE","3011","$303,500","1,090","1","1","11/12/2024","$873.00","6","Cash","Patricia Franciulli","228928","Rafael Aguilar","004716"
"1","2588690","89109","S","REGENCY TOWERS","3111 Bel Air DR","24H","$625,000","1,856","2","3","11/08/2024","$1,329.00","128","Cash","Mark M. Minelli","213314","Kristine M. Murray","236821"
"1","2627303","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","3514","$255,000","533","0","1","11/08/2024","$625.00","8","Cash","Kevyn Morelos Ruelas","242881","Donovan Reyes","234136"
"1","2612976","89103","S","PANORAMA TOWERS","4575 Dean Martin DR","3103","$525,000","1,054","2","2","11/07/2024","$840.00","4","CONV","Ricardo Ruiz","201747","Donna Schneider","211944"
"1","2615264","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 Fashion Show DR","4907","$755,000","974","1","2","11/07/2024","$1,250.58","42","Cash","Rebecca R. Hinson","246777","Erin Patrick","237319"
"1","2615273","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 Fashion Show DR","4908","$349,000","534","0","1","11/07/2024","$624.25","42","Cash","Rebecca R. Hinson","246777","Erin Patrick","237319"
"1","2611366","89109","S","TURNBERRY TOWERS","222 Karen AVE","2808","$608,000","1,657","2","2","11/07/2024","$1,069.00","54","Cash","Javier M. Mendez","011570","Brad Winston","212589"
"1","2615935","89109","S","SIGNATURE AT MGM GRAND","125 East HARMON AVE","2914","$465,000","874","1","2","11/06/2024","$1,884.00","15","Assumable","Heidi L. Williams","229220","Michelle L. Manley","224836"
"1","2629873","89101","S","SOHO LOFTS","900 Las Vegas BLVD","1409","$465,000","1,357","0","2","11/06/2024","$672.00","3","CONV","Grant R. Garcia","202542","Greg Chin","244280"
"1","2606011","89109","S","SIGNATURE AT MGM GRAND","145 East HARMON AVE","3402&3404","$804,000","1,394","2","3","11/05/2024","$1,884.00","35","1031 Exchange","Heidi L. Williams","229220","Steven A. Khalilzadegan","220982"
"1","2588855","89109","S","REGENCY TOWERS","3111 Bel Air DR","23F","$615,000","1,856","2","3","11/04/2024","$1,298.00","129","CONV","Liliane Nguyen-Floratos","233891","Donovan Reyes","234136"
"1","2616856","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","2616","$245,000","533","0","1","11/01/2024","$649.00","17","Cash","Randall J. Char","228885","Randall J. Char","228885"
"1","2629912","89158","S","WALDORF ASTORIA","3750 South LAS VEGAS BLVD","3109","$2,950,000","2,094","2","3","11/01/2024","$2,835.00","0","Cash","Kamran D. Zand","217100","Debbie Drummond","205700"
"1","2599186","89109","S","TURNBERRY PLACE","2857 Paradise RD","1704","$765,000","2,050","2","3","11/01/2024","$1,100.00","69","Cash","Reza Nour","225445","Tamra J. Trainer","006514"
"1","2618172","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","5006","$635,000","910","1","2","10/31/2024","$1,250.58","21","Cash","Nadia Hasso-Bradley","236918","Rebecca R. Hinson","246777"
"1","2591687","89103","S","PALMS PLACE","4381 West FLAMINGO RD","10322","$480,000","1,220","1","2","10/31/2024","$1,549.50","119","Cash","Ellie Shefler","094576","Ellie Shefler","094576"
"1","2616042","89109","S","TURNBERRY TOWERS","322 Karen AVE","2604","$390,000","814","1","2","10/31/2024","$570.00","37","Cash","Rachael Tharp","242165","Florin M. Stoicescu","217007"
"1","2598920","89123","S","ONE LAS VEGAS","8255 Las Vegas BLVD","1201","$515,000","1,573","2","3","10/31/2024","$1,043.00","84","VA","Emily Zens","211065","Emily Zens","211065"
"1","2618077","89102","S","ALLURE","200 West Sahara AVE","1205","$386,000","1,233","2","2","10/31/2024","$917.00","23","Cash","Ellie Shefler","094576","Sharon Mor","253851"
"1","2606974","89011","S","VIERA","30 Strada Di Villaggio","407","$315,000","966","2","2","10/31/2024","$1,038.00","56","CONV","Lisa Lundt","206545","Chet E. Shaw","229418"
"1","2622174","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","2309","$260,265","533","0","1","10/30/2024","$625.25","5","Cash","Jerry Masini","003897","Pam Tsay","225718"
"1","2609658","89109","S","REGENCY TOWERS","3111 Bel Air DR","16H","$649,000","2,208","3","3","10/29/2024","$1,534.00","51","Cash","Natalie K. Cornejo","099706","Giovanna Adams","247860"
"1","2618234","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","4103","$324,988","534","0","1","10/29/2024","$649.00","16","CONV","Ryan Crighton","202887","June S. Stark","020342"
"1","2569581","89109","S","TURNBERRY TOWERS","222 Karen AVE","4404","$975,000","1,646","2","3","10/29/2024","$1,033.00","172","CONV","Gina Chen","227669","Richard A. Woods","256102"
"1","2579709","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","4726","$615,000","910","1","2","10/28/2024","$2,513.00","155","Cash","Dennis B. Rodis","223613","Rebecca R. Hinson","246777"
"1","2612228","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 Fashion Show DR","5303","$357,000","534","0","1","10/28/2024","$624.25","18","Cash","Rebecca R. Hinson","246777","Rebecca R. Hinson","246777"
"1","2621658","89109","S","TURNBERRY TOWERS","222 Karen AVE","1405","$372,000","814","1","2","10/28/2024","$628.00","6","Cash","Jay F. Lean","227951","Ryan D. Mote","240385"
"1","2605932","89011","S","LUNAD","29 Montelago BLVD","535","$214,000","451","0","1","10/28/2024","$592.00","38","CONV","Shay Stein","228978","Verdis Washington","242127"
"1","2613921","89158","S","WALDORF ASTORIA","3750 Las Vegas BLVD","2604","$3,000,000","2,563","2","3","10/24/2024","$3,316.00","7","CONV","Kamran D. Zand","217100","Ivan G. Sher","096090"
"1","2616489","89103","S","THE MARTIN","4471 Dean Martin DR","3704","$580,000","1,111","2","2","10/23/2024","$850.00","7","Cash","A William Zinsser","099885","Liliana Nicole Glazier Togafau","255141"
"1","2584728","89103","S","PALMS PLACE","4381 West Flamingo RD","3810","$315,000","615","0","1","10/23/2024","$780.83","142","Cash","Melody Jiang","229462","Karina N. Jett","229204"
"1","2606519","89011","S","LUNAD","29 Montelago BLVD","234","$260,000","656","1","1","10/23/2024","$785.00","43","CONV","Sarah C. Tadmor","237266","Craig Tann","211668"
"1","2595006","89101","S","THE OGDEN","150 Las Vegas BLVD","1512","$770,000","2,044","4","3","10/21/2024","$1,127.00","92","CONV","Jonathan C. Long","217979","Cindy J. Alarcon","245825"
"1","2609263","89169","S","PLATINUM HOTEL","211 East Flamingo RD","502","$275,000","750","1","1","10/18/2024","$648.00","37","CONV","Gina Restivo Koury","212292","Bret P. Wulf","227896"
"1","2614527","89103","S","PALMS PLACE","4381 West Flamingo RD","3208","$305,000","615","0","1","10/18/2024","$779.00","23","Cash","Severina V Chernaev","235428","Craig Tann","211668"
"1","2612724","89169","S","PARK TOWERS","1 Hughes Center DR","1001","$2,200,000","3,515","3","4","10/18/2024","$4,089.00","41","Cash","Kristen Routh Silberman","219136","NON MLS","099999"
"1","2599218","89103","S","PALMS PLACE","4381 West Flamingo RD","5808","$3,100,000","3,142","2","3","10/17/2024","$3,958.00","39","CONV","Ellie Shefler","094576","Ellie Shefler","094576"
"1","2615948","89109","S","SIGNATURE AT MGM GRAND","125 East HARMON AVE","3019","$375,000","520","0","1","10/17/2024","$887.00","21","Cash","Heidi L. Williams","229220","Heidi L. Williams","229220"
"1","2569571","89109","S","TURNBERRY TOWERS","222 Karen AVE","204","$350,000","814","1","2","10/17/2024","$589.00","26","VA","Gina Chen","227669","Wendy Curtis","232011"
"1","2601769","89101","S","THE OGDEN","150 Las Vegas BLVD","1004","$299,990","963","1","2","10/17/2024","$539.00","58","Cash","Tamara J. Townsend","203201","Melanie G. Higa","212934"
"1","2611770","89109","S","SKY LAS VEGAS","2700 Las Vegas BLVD","2002","$768,000","1,780","2","3","10/17/2024","$1,350.00","21","Other","Margaret E. Ameen","251697","David Villalobos","236176"
"1","2621232","89109","S","METROPOLIS","360 East Desert Inn RD","1007","$675,000","2,520","2","2","10/16/2024","$1,392.00","4","Cash","Allison H. Jung","220174","Spenser McDonald","242283"
"1","2612958","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 Fashion Show DR","1709","$269,000","533","0","1","10/16/2024","$624.25","5","CONV","Rebecca R. Hinson","246777","Bret P. Wulf","227896"
"1","2625949","89158","S","WALDORF ASTORIA","3750 Las Vegas BLVD","2405","$2,075,000","1,583","2","2","10/16/2024","$2,312.00","5","Cash","Frank Napoli II","096832","Frank Napoli II","096832"
"1","2591507","89109","S","TURNBERRY PLACE","2747 Paradise RD","203","$810,000","2,195","2","3","10/16/2024","$0.00","44","Cash","Cristine Rosa Lefkowitz","203771","Jena McIntosh","200868"
"1","2603317","89103","S","THE MARTIN","4471 Dean Martin DR","1001","$480,000","1,052","2","2","10/15/2024","$805.00","66","CONV","Ian Hilario","240307","Brayan Valdovinos-Saucedo","240641"
"1","2591838","89103","S","PANORAMA TOWERS","4575 Dean Martin DR","2803","$550,000","1,054","2","2","10/15/2024","$840.00","103","Cash","Scott Aschermann","246175","Angelina G. Santos","215717"
"1","2610892","89169","S","PLATINUM HOTEL","211 East FLAMINGO RD","1207","$245,000","750","1","1","10/15/2024","$266.67","9","Other","Allison H. Jung","220174","Kevin Schwallie","255137"
"1","2609196","89103","S","PALMS PLACE","4381 West Flamingo RD","37318","$315,000","615","0","1","10/15/2024","$800.83","20","CONV","Irada Lee","242778","Mariel Pamintuan-Esguerra","240421"
"1","2565689","89109","S","TURNBERRY TOWERS","222 Karen AVE","1004","$350,000","814","1","2","10/15/2024","$530.00","197","CONV","Giselle A. Capdevila","244674","Gisela Galvan","004613"
"1","2575424","89109","S","SKY LAS VEGAS","2700 Las Vegas BLVD","1209","$999,999","1,766","2","3","10/15/2024","$1,219.00","142","Cash","Helen V. Michel","216798","Helen V. Michel","216798"
"1","2619070","89109","S","TRUMP INTERNATIONAL HOTEL LAS VEGAS","2000 North Fashion Show DR","4016","$279,000","533","1","1","10/11/2024","$569.00","4","Cash","Skye Hosman","253003","Stacey Tyler","204011"
"1","2609138","89109","S","SIGNATURE AT MGM GRAND","135 East Harmon AVE","707","$355,000","520","0","1","10/11/2024","$854.00","28","CONV","Lauren Stark","093339","Heidi L. Williams","229220"
"1","2614519","89123","S","BOCARATON","2405 West Serene AVE","637","$265,000","899","2","2","10/11/2024","$471.00","14","CONV","Michael McCullough","244708","Meline Khacheryan","254035"
"1","2615539","89101","S","JUHL","353 East Bonneville AVE","305","$330,000","884","1","1","10/10/2024","$709.58","7","CONV","Kenneth Wu","253818","Nick Alexander Laymon","218631"
"1","2604249","89102","S","ALLURE","200 West Sahara AVE","408","$290,000","999","1","1","10/10/2024","$749.00","57","Cash","Marissa Anderson","231992","Mark M. Minelli","213314"
"1","2593796","89109","S","REGENCY TOWERS","3111 Bel Air DR","20G","$626,000","1,856","2","3","10/09/2024","$0.00","70","Cash","Robert T. Weber","202566","Donovan Reyes","234136"
"1","2588281","89103","S","PANORAMA TOWERS","4525 Dean Martin DR","1010","$335,000","753","1","2","10/09/2024","$661.00","90","Cash","John P. Stasi","246628","Mandy D. Sardinha","234946"
"1","2597025","89109","S","SIGNATURE AT MGM GRAND","145 East Harmon AVE","1111","$321,500","520","0","1","10/09/2024","$705.00","60","Other","Jim R. Brooks","203473","Heidi L. Williams","229220"
"1","2594450","89158","S","VEER CITYCENTER","3726 Las Vegas BLVD","701","$565,000","851","1","1","10/08/2024","$971.00","66","CONV","Alex Ramirez","231621","Alex Ramirez","231621"
"1","2614344","89101","S","JUHL","353 East Bonneville AVE","475","$415,000","1,209","2","2","10/04/2024","$715.00","27","OWC","Michelle L. Manley","224836","Michelle L. Manley","224836"
"1","2615439","89103","S","PALMS PLACE","4381 West Flamingo RD","5209","$275,001","636","0","1","10/04/2024","$781.00","11","Cash","Eric E. Schumacher","232201","Ruben Zakaryan","254600"
